,neurotocism_score,extroversion_score,openness_score,agreeableness_score,conscientiousness_score,impulsiveness_score,sens_seeking_score,alc_consumption
1438,-0.14882,0.00332,-0.84732,0.76096,0.41594,-1.37983,-1.18084,NotCurrentUse
1443,-1.43907,0.16767,0.29338,0.94156,1.13407,-1.37983,-1.18084,NotCurrentUse
1449,-1.05308,-0.57545,-0.01928,1.11406,1.81175,-1.37983,-0.21575,NotCurrentUse
1451,0.31287,0.16767,-1.55521,0.43852,1.13407,-1.37983,-1.18084,NotCurrentUse
1455,0.52135,-1.09207,-0.45174,1.81866,0.41594,-1.37983,0.40148,NotCurrentUse
1464,-0.58016,0.32197,0.7233,-0.15487,0.58489,-1.37983,-0.52593,NotCurrentUse
1466,-0.14882,-0.80615,-1.27553,1.2861,0.12331,-1.37983,-0.52593,NotCurrentUse
1467,0.31287,0.00332,-0.01928,0.76096,-0.27607,-1.37983,-1.18084,NotCurrentUse
1475,0.41667,-0.69509,-0.01928,-0.30172,-1.25773,-1.37983,0.40148,NotCurrentUse
1510,2.28554,-0.69509,0.29338,-0.60633,-0.14277,-1.37983,-0.84637,NotCurrentUse
1534,-0.46725,0.80523,0.29338,2.03972,1.81175,-1.37983,-0.21575,NotCurrentUse
1546,-1.1943,-0.57545,-1.68062,0.28783,1.30612,-1.37983,-0.84637,NotCurrentUse
1551,-0.58016,-0.57545,-1.27553,0.94156,0.93949,-1.37983,-2.07848,NotCurrentUse
1558,0.73545,0.16767,-0.71727,-0.91699,1.13407,-1.37983,-0.84637,NotCurrentUse
1562,-0.05188,1.74091,-2.8595,-0.76096,2.63199,-1.37983,-1.54858,NotCurrentUse
1564,0.82562,0.80523,0.29338,1.2861,0.25953,-1.37983,-1.18084,NotCurrentUse
1567,-0.05188,0.47617,-1.11902,-0.76096,-0.27607,-1.37983,-0.84637,NotCurrentUse
1574,-0.24649,0.16767,-1.82919,-0.45321,0.41594,-1.37983,-0.52593,NotCurrentUse
1578,-0.46725,0.16767,-0.45174,1.2861,0.58489,-1.37983,-0.52593,NotCurrentUse
1579,0.62967,-1.50796,-2.39883,-0.91699,0.12331,-1.37983,-2.07848,NotCurrentUse
1589,-2.05048,0.80523,-0.97631,2.75696,1.13407,-1.37983,-2.07848,NotCurrentUse
1602,-0.34799,1.93886,-0.01928,0.76096,1.30612,-1.37983,-0.84637,NotCurrentUse
1608,0.22393,0.63779,-0.97631,0.76096,-0.52745,-1.37983,-2.07848,NotCurrentUse
1623,-0.79151,0.32197,-1.27553,0.76096,0.7583,-1.37983,-1.18084,NotCurrentUse
1624,-1.43907,0.63779,-1.42424,0.59042,0.58489,-1.37983,-1.18084,NotCurrentUse
1625,-1.86962,1.2861,-1.27553,-0.15487,1.46191,-1.37983,-2.07848,NotCurrentUse
1632,0.04257,-1.37639,-1.27553,-0.01729,-0.00665,-1.37983,-2.07848,NotCurrentUse
1640,-1.69163,0.47617,-1.42424,-0.30172,1.13407,-1.37983,-0.84637,NotCurrentUse
1644,0.04257,-0.94779,0.14143,0.94156,0.58489,-1.37983,-1.54858,NotCurrentUse
1654,1.72012,-1.23177,-0.71727,-0.60633,0.12331,-1.37983,0.40148,NotCurrentUse
1657,-2.21844,0.63779,0.29338,0.13136,0.41594,-1.37983,-0.84637,NotCurrentUse
1687,1.02119,-1.50796,-0.84732,-1.47955,-0.00665,-1.37983,-0.52593,NotCurrentUse
1690,0.73545,-0.30033,-0.31776,0.43852,-0.40581,-1.37983,-0.21575,NotCurrentUse
1691,-0.46725,0.80523,-0.97631,1.45039,1.13407,-1.37983,-1.18084,NotCurrentUse
1712,-0.05188,-0.30033,-1.68062,1.2861,1.46191,-1.37983,-1.18084,NotCurrentUse
1722,-1.32828,0.16767,-0.58331,0.28783,0.58489,-1.37983,-0.84637,NotCurrentUse
1731,-0.92104,-0.30033,-1.55521,-0.01729,0.12331,-1.37983,-1.54858,NotCurrentUse
1738,-0.92104,0.32197,-0.58331,-0.15487,1.13407,-1.37983,-2.07848,NotCurrentUse
1739,1.49158,0.63779,0.88309,-1.6209,-0.00665,-1.37983,-1.18084,NotCurrentUse
1743,-1.86962,0.96248,-0.97631,2.23427,2.33337,-1.37983,-0.84637,NotCurrentUse
1755,1.02119,-0.43999,-2.39883,-0.30172,0.7583,-1.37983,-2.07848,NotCurrentUse
1783,-0.14882,-0.57545,-0.45174,0.43852,0.25953,-1.37983,-1.54858,NotCurrentUse
1789,-0.24649,-0.15487,0.7233,0.13136,2.33337,-1.37983,-1.54858,NotCurrentUse
1806,0.41667,-0.80615,-0.58331,0.13136,-0.40581,-1.37983,-1.54858,NotCurrentUse
1836,-0.05188,-0.80615,-0.01928,0.59042,0.25953,-1.37983,-2.07848,NotCurrentUse
48,-2.05048,0.80523,0.29338,0.94156,1.13407,-2.55524,-1.18084,NotCurrentUse
72,-0.46725,1.11406,-0.31776,1.11406,0.12331,-2.55524,-0.84637,NotCurrentUse
77,-0.34799,-0.69509,-1.55521,0.43852,0.58489,-2.55524,-2.07848,NotCurrentUse
79,-0.79151,-0.80615,-2.09015,-1.6209,-2.18109,-2.55524,-1.18084,NotCurrentUse
138,-1.1943,1.58487,0.29338,0.76096,0.41594,-2.55524,-1.18084,NotCurrentUse
153,-0.46725,-1.50796,-0.71727,-0.60633,-0.65253,-2.55524,-1.54858,NotCurrentUse
246,-0.24649,-0.94779,-1.68062,-1.47955,-1.38502,-2.55524,-1.54858,NotCurrentUse
340,-0.46725,1.11406,0.88309,0.28783,0.41594,-2.55524,-0.21575,NotCurrentUse
341,-1.69163,0.96248,-0.31776,0.94156,1.81175,-2.55524,-1.54858,NotCurrentUse
383,0.13606,-0.30033,-0.45174,1.11406,0.7583,-2.55524,-0.52593,NotCurrentUse
443,-0.46725,0.80523,0.58331,0.13136,0.7583,-2.55524,-0.84637,NotCurrentUse
539,-1.32828,1.2861,-0.17779,0.59042,1.81175,-2.55524,-1.18084,NotCurrentUse
627,-1.69163,-0.94779,-1.55521,1.81866,0.58489,-2.55524,-0.84637,NotCurrentUse
669,-0.34799,0.16767,-0.45174,-0.76096,-0.40581,-2.55524,-0.52593,NotCurrentUse
1008,-0.67825,0.00332,-0.01928,-0.01729,0.41594,-2.55524,-0.52593,NotCurrentUse
1402,-2.42317,0.16767,-1.82919,2.75696,-0.89891,-2.55524,-0.84637,NotCurrentUse
1724,0.13606,0.32197,0.58331,-0.76096,-0.52745,-2.55524,-0.84637,NotCurrentUse
1727,-2.21844,0.96248,-0.01928,0.13136,1.63088,-2.55524,-0.21575,NotCurrentUse
859,1.02119,-1.23177,1.06238,-1.07533,-1.25773,2.90161,0.40148,NotCurrentUse
875,1.23461,-2.11437,0.7233,-1.92595,-0.40581,2.90161,0.7654,NotCurrentUse
949,-1.1943,0.32197,1.88511,0.59042,-0.14277,2.90161,1.92173,NotCurrentUse
52,1.13281,0.96248,-0.58331,-0.91699,-1.92173,1.86203,1.92173,NotCurrentUse
59,0.22393,0.63779,-0.01928,-0.45321,-0.40581,1.86203,1.2247,NotCurrentUse
211,0.73545,0.16767,-1.42424,-0.01729,-1.25773,1.86203,0.7654,NotCurrentUse
218,1.23461,0.80523,0.44585,1.45039,-1.64101,1.86203,0.7654,NotCurrentUse
262,-0.67825,-0.43999,0.7233,-0.01729,-0.14277,1.86203,0.07987,NotCurrentUse
310,1.13281,-0.57545,-1.97495,-0.30172,-0.14277,1.86203,0.7654,NotCurrentUse
357,2.46262,-1.23177,-0.97631,-1.772,-1.64101,1.86203,1.92173,NotCurrentUse
564,-0.46725,-0.43999,-0.01928,0.13136,-0.40581,1.86203,-0.84637,NotCurrentUse
768,0.62967,-1.6334,-1.27553,-0.01729,-0.89891,1.86203,1.2247,NotCurrentUse
780,1.13281,-1.23177,0.29338,-0.01729,-1.13788,1.86203,1.92173,NotCurrentUse
1190,0.62967,0.63779,0.44585,0.13136,-2.57309,1.86203,1.2247,NotCurrentUse
1257,-0.34799,-0.80615,-0.45174,-1.21213,-0.14277,1.86203,0.40148,NotCurrentUse
1278,0.82562,0.63779,-0.84732,-2.21844,0.93949,1.86203,1.92173,NotCurrentUse
1284,0.73545,0.47617,-0.71727,-1.47955,-0.52745,1.86203,0.7654,NotCurrentUse
1658,1.60383,0.16767,2.15324,-1.34289,-1.38502,1.86203,1.92173,NotCurrentUse
1756,-0.92104,-0.43999,0.14143,-0.76096,1.13407,1.86203,0.40148,NotCurrentUse
1775,1.02119,-0.69509,-1.68062,-0.30172,-0.89891,1.86203,1.92173,NotCurrentUse
1788,0.13606,0.32197,0.44585,-1.21213,-0.40581,1.86203,0.07987,NotCurrentUse
1792,0.82562,-1.7625,2.90161,0.13136,-0.78155,1.86203,1.2247,NotCurrentUse
1818,1.60383,-2.03972,1.43533,-0.60633,-2.72827,1.86203,-0.21575,NotCurrentUse
1819,1.37297,-0.15487,0.44585,0.43852,-0.65253,1.86203,-0.52593,NotCurrentUse
1846,0.62967,-0.94779,0.44585,0.59042,1.13407,1.86203,1.2247,NotCurrentUse
15,-0.92104,1.45421,0.44585,-0.60633,1.63088,1.29221,0.7654,NotCurrentUse
146,-0.46725,0.16767,-1.11902,2.23427,0.7583,1.29221,0.40148,NotCurrentUse
285,-1.1943,-0.80615,0.7233,-0.45321,0.25953,1.29221,-0.21575,NotCurrentUse
424,0.52135,0.00332,1.65653,0.94156,-0.00665,1.29221,0.40148,NotCurrentUse
461,0.82562,0.47617,1.43533,0.13136,-2.30408,1.29221,1.2247,NotCurrentUse
503,0.04257,-0.30033,-0.31776,-0.76096,0.58489,1.29221,0.7654,NotCurrentUse
584,-0.24649,0.16767,-0.31776,-1.21213,0.7583,1.29221,0.40148,NotCurrentUse
614,-0.24649,0.63779,-0.71727,-0.91699,0.25953,1.29221,-0.21575,NotCurrentUse
616,1.02119,0.16767,-0.17779,-0.60633,-1.0145,1.29221,1.2247,NotCurrentUse
715,-0.05188,-1.50796,-1.27553,-0.60633,-1.78169,1.29221,-0.84637,NotCurrentUse
804,-0.24649,0.16767,-0.31776,-0.45321,-0.89891,1.29221,0.7654,NotCurrentUse
868,1.60383,-0.69509,0.88309,-0.30172,-1.78169,1.29221,1.92173,NotCurrentUse
923,1.23461,-1.23177,-2.39883,-1.07533,-0.78155,1.29221,-0.21575,NotCurrentUse
942,1.02119,-0.30033,0.44585,0.76096,-1.25773,1.29221,0.7654,NotCurrentUse
1030,0.22393,-1.37639,-0.17779,-1.07533,-1.38502,1.29221,0.40148,NotCurrentUse
1059,-0.24649,0.63779,-1.42424,0.13136,0.7583,1.29221,0.07987,NotCurrentUse
1132,-1.32828,0.16767,1.65653,1.11406,0.25953,1.29221,0.7654,NotCurrentUse
1134,1.37297,0.63779,-0.31776,-1.34289,-1.64101,1.29221,1.2247,NotCurrentUse
1450,0.41667,-0.43999,2.15324,-1.92595,2.33337,1.29221,1.92173,NotCurrentUse
1603,-0.24649,2.127,-2.21069,-0.91699,-0.14277,1.29221,-0.21575,NotCurrentUse
1606,-0.24649,-1.09207,2.44904,-0.91699,-0.65253,1.29221,0.7654,NotCurrentUse
1833,0.62967,-0.80615,-0.01928,-0.45321,-1.5184,1.29221,0.7654,NotCurrentUse
68,-0.34799,-0.30033,1.06238,-0.91699,-0.14277,0.88113,-0.21575,NotCurrentUse
92,0.41667,-0.43999,0.7233,0.28783,0.7583,0.88113,0.7654,NotCurrentUse
159,-0.24649,0.16767,-0.31776,-0.30172,0.41594,0.88113,1.2247,NotCurrentUse
171,1.37297,-0.30033,-0.31776,0.13136,-0.14277,0.88113,0.40148,NotCurrentUse
404,0.91093,-0.15487,-0.17779,-0.15487,0.25953,0.88113,0.07987,NotCurrentUse
473,1.37297,0.00332,-0.45174,-0.76096,-0.52745,0.88113,-0.21575,NotCurrentUse
501,-0.58016,-0.15487,-1.42424,-0.01729,-0.40581,0.88113,-2.07848,NotCurrentUse
505,0.41667,0.47617,0.29338,-1.07533,-1.13788,0.88113,0.07987,NotCurrentUse
596,-0.34799,-0.43999,-0.31776,-0.76096,0.58489,0.88113,1.2247,NotCurrentUse
665,-2.05048,-0.30033,0.14143,-0.15487,-0.89891,0.88113,0.40148,NotCurrentUse
670,-0.46725,0.80523,-0.01928,-0.60633,0.12331,0.88113,1.2247,NotCurrentUse
675,0.22393,0.00332,-1.68062,-0.15487,0.25953,0.88113,0.7654,NotCurrentUse
687,1.02119,1.11406,-0.31776,-1.21213,0.58489,0.88113,1.2247,NotCurrentUse
701,-0.34799,0.63779,0.58331,-0.30172,-0.00665,0.88113,0.7654,NotCurrentUse
784,-0.58016,0.00332,0.14143,-0.30172,-1.64101,0.88113,0.7654,NotCurrentUse
818,-0.67825,1.74091,0.7233,0.13136,0.41594,0.88113,1.92173,NotCurrentUse
904,1.37297,-0.15487,-0.17779,-2.35413,-1.13788,0.88113,0.40148,NotCurrentUse
941,1.60383,-0.80615,0.58331,0.43852,-1.13788,0.88113,0.7654,NotCurrentUse
1097,-0.92104,0.00332,0.7233,0.13136,-0.65253,0.88113,0.07987,NotCurrentUse
1114,0.52135,-0.57545,0.44585,-2.5383,-0.27607,0.88113,-0.21575,NotCurrentUse
1146,1.8399,-0.94779,0.14143,-1.47955,-1.25773,0.88113,-0.52593,NotCurrentUse
1150,1.72012,-1.7625,-0.58331,-0.30172,-1.25773,0.88113,-0.84637,NotCurrentUse
1350,1.72012,-2.11437,-1.11902,-1.21213,-0.27607,0.88113,-0.84637,NotCurrentUse
1396,-0.79151,1.11406,-0.01928,1.2861,2.04506,0.88113,0.40148,NotCurrentUse
1413,1.8399,-1.37639,-0.17779,-1.772,-1.64101,0.88113,0.7654,NotCurrentUse
1463,0.73545,-0.57545,-0.31776,-0.91699,-0.14277,0.88113,-0.21575,NotCurrentUse
1482,0.52135,-1.09207,-0.45174,0.13136,-1.13788,0.88113,-0.84637,NotCurrentUse
1528,-1.1943,-0.94779,1.06238,1.2861,-0.52745,0.88113,1.2247,NotCurrentUse
1572,1.02119,0.32197,0.7233,1.61108,-0.52745,0.88113,-0.84637,NotCurrentUse
1777,-0.24649,0.00332,0.29338,0.28783,-0.27607,0.88113,1.2247,NotCurrentUse
1796,1.49158,-1.50796,-0.01928,-2.07848,-0.78155,0.88113,0.7654,NotCurrentUse
1834,1.98437,-1.92173,0.88309,0.28783,-1.78169,0.88113,-1.18084,NotCurrentUse
1838,0.41667,0.63779,0.44585,1.45039,-0.14277,0.88113,-0.52593,NotCurrentUse
1854,-1.55078,0.16767,2.15324,-0.30172,-0.00665,0.88113,0.40148,NotCurrentUse
36,-0.24649,-0.80615,-2.63199,-0.30172,-0.78155,0.52975,-1.54858,NotCurrentUse
38,0.31287,0.32197,1.06238,0.13136,-0.65253,0.52975,-0.52593,NotCurrentUse
66,0.73545,0.47617,-0.84732,1.11406,0.58489,0.52975,-0.21575,NotCurrentUse
75,-1.1943,-1.7625,-2.8595,-1.47955,0.25953,0.52975,-2.07848,NotCurrentUse
86,-0.46725,0.00332,-1.55521,0.13136,0.41594,0.52975,1.2247,NotCurrentUse
96,-0.46725,0.32197,1.06238,-1.6209,1.13407,0.52975,-0.21575,NotCurrentUse
100,-0.67825,3.00537,0.7233,0.94156,1.63088,0.52975,0.40148,NotCurrentUse
122,1.49158,-1.23177,-1.55521,-2.07848,-0.78155,0.52975,0.07987,NotCurrentUse
136,-1.69163,1.58487,-0.58331,1.81866,1.63088,0.52975,-0.52593,NotCurrentUse
168,0.04257,0.00332,-0.97631,-0.45321,0.93949,0.52975,-0.52593,NotCurrentUse
222,-0.14882,0.47617,-0.45174,-0.76096,0.93949,0.52975,-0.52593,NotCurrentUse
353,-0.46725,0.00332,-0.17779,-0.60633,0.41594,0.52975,-0.84637,NotCurrentUse
358,0.41667,-0.80615,0.88309,0.13136,-0.40581,0.52975,-0.21575,NotCurrentUse
378,0.82562,-0.94779,0.58331,0.59042,0.7583,0.52975,-0.21575,NotCurrentUse
440,-0.67825,1.45421,-2.09015,-0.01729,0.58489,0.52975,0.07987,NotCurrentUse
500,0.04257,0.47617,-0.84732,-0.76096,1.13407,0.52975,0.7654,NotCurrentUse
518,0.52135,-0.57545,0.14143,-0.15487,-0.78155,0.52975,1.2247,NotCurrentUse
585,0.73545,-0.57545,1.24033,-1.07533,-0.27607,0.52975,0.40148,NotCurrentUse
588,-1.32828,-0.15487,0.29338,-0.91699,0.41594,0.52975,0.07987,NotCurrentUse
671,-0.24649,0.00332,1.43533,0.76096,0.93949,0.52975,-0.21575,NotCurrentUse
742,-0.34799,0.00332,-0.58331,-0.91699,0.7583,0.52975,0.40148,NotCurrentUse
756,0.41667,0.63779,-0.01928,-0.15487,-0.27607,0.52975,1.2247,NotCurrentUse
769,0.52135,-1.37639,-1.82919,0.94156,0.25953,0.52975,-0.84637,NotCurrentUse
799,0.52135,-0.43999,-0.17779,0.59042,-1.0145,0.52975,0.40148,NotCurrentUse
825,0.13606,1.45421,1.24033,-1.21213,-0.78155,0.52975,0.7654,NotCurrentUse
846,0.62967,-0.43999,0.29338,-1.92595,-0.89891,0.52975,0.7654,NotCurrentUse
850,-0.79151,1.45421,1.43533,0.94156,0.12331,0.52975,0.07987,NotCurrentUse
881,-1.1943,1.45421,1.24033,-0.91699,-0.14277,0.52975,1.2247,NotCurrentUse
891,0.13606,-0.43999,-1.82919,-2.35413,-0.14277,0.52975,0.7654,NotCurrentUse
917,1.72012,-1.6334,-0.17779,1.61108,0.41594,0.52975,1.2247,NotCurrentUse
924,1.02119,-1.50796,0.29338,0.13136,-0.89891,0.52975,0.07987,NotCurrentUse
935,0.41667,1.2861,1.06238,-0.01729,-0.40581,0.52975,0.07987,NotCurrentUse
974,-2.21844,0.00332,0.58331,0.76096,0.7583,0.52975,-0.52593,NotCurrentUse
1151,0.31287,-0.69509,-0.71727,-1.21213,-0.27607,0.52975,1.92173,NotCurrentUse
1196,-0.92104,-0.30033,-0.17779,-1.92595,-0.27607,0.52975,-1.54858,NotCurrentUse
1198,2.127,-2.72827,-1.27553,0.28783,-1.92173,0.52975,1.2247,NotCurrentUse
1207,-1.55078,-0.94779,0.58331,-1.07533,-0.40581,0.52975,0.40148,NotCurrentUse
1227,-1.05308,1.93886,1.24033,0.13136,0.58489,0.52975,0.40148,NotCurrentUse
1238,0.41667,0.00332,0.29338,0.59042,-0.00665,0.52975,-0.52593,NotCurrentUse
1297,0.91093,-0.15487,1.65653,0.13136,0.25953,0.52975,1.2247,NotCurrentUse
1340,-0.34799,-0.43999,1.24033,0.13136,-1.5184,0.52975,0.40148,NotCurrentUse
1522,1.60383,-2.21069,1.24033,0.43852,-1.38502,0.52975,0.40148,NotCurrentUse
1544,-0.24649,-1.92173,0.29338,-0.60633,-1.13788,0.52975,0.40148,NotCurrentUse
1545,1.49158,0.16767,0.88309,-0.01729,0.58489,0.52975,0.7654,NotCurrentUse
1627,0.13606,-0.15487,-0.84732,0.28783,0.58489,0.52975,-0.52593,NotCurrentUse
1769,-0.24649,-1.37639,-0.17779,-1.34289,0.93949,0.52975,-0.84637,NotCurrentUse
8,-1.32828,1.93886,-0.84732,-0.30172,1.63088,0.19268,-0.52593,NotCurrentUse
21,-0.79151,0.80523,0.7233,1.61108,-1.13788,0.19268,-0.21575,NotCurrentUse
84,1.02119,-0.94779,-1.11902,1.45039,-1.64101,0.19268,-0.21575,NotCurrentUse
98,-0.46725,0.63779,-0.31776,-0.60633,-1.13788,0.19268,-0.84637,NotCurrentUse
147,0.22393,-1.23177,-0.17779,-0.45321,-0.27607,0.19268,-1.18084,NotCurrentUse
179,0.82562,-0.94779,-0.45174,0.76096,-0.14277,0.19268,-0.21575,NotCurrentUse
181,0.31287,0.63779,-1.55521,0.28783,0.93949,0.19268,0.07987,NotCurrentUse
294,1.13281,0.00332,-0.17779,-0.76096,-0.40581,0.19268,-0.21575,NotCurrentUse
342,0.62967,0.00332,-0.01928,-0.15487,0.58489,0.19268,-0.52593,NotCurrentUse
345,0.04257,0.47617,-0.17779,0.94156,0.25953,0.19268,-0.21575,NotCurrentUse
352,-0.14882,-0.69509,0.44585,0.76096,-1.38502,0.19268,-0.21575,NotCurrentUse
369,1.23461,0.32197,0.29338,0.76096,-0.65253,0.19268,-0.21575,NotCurrentUse
380,-0.46725,1.11406,-0.31776,-0.60633,0.12331,0.19268,0.7654,NotCurrentUse
384,-0.24649,0.16767,-0.97631,0.76096,0.58489,0.19268,-1.54858,NotCurrentUse
390,-0.67825,-0.43999,0.29338,0.13136,-0.00665,0.19268,-0.84637,NotCurrentUse
406,1.8399,-0.94779,1.65653,-0.01729,-0.40581,0.19268,0.40148,NotCurrentUse
408,-0.67825,0.16767,0.58331,0.13136,-0.27607,0.19268,-1.54858,NotCurrentUse
483,1.23461,0.47617,1.43533,0.28783,0.93949,0.19268,-0.84637,NotCurrentUse
507,0.13606,-0.30033,-0.97631,-1.34289,-0.00665,0.19268,-0.52593,NotCurrentUse
674,-0.05188,-0.30033,-0.71727,-0.76096,-0.78155,0.19268,1.2247,NotCurrentUse
746,0.41667,-0.57545,-1.42424,-0.01729,-1.78169,0.19268,-0.21575,NotCurrentUse
787,-2.05048,0.16767,0.7233,0.13136,0.7583,0.19268,1.2247,NotCurrentUse
836,-0.34799,0.32197,0.14143,-1.21213,0.25953,0.19268,0.40148,NotCurrentUse
845,0.52135,-0.43999,-1.55521,1.11406,-0.65253,0.19268,-0.52593,NotCurrentUse
851,0.73545,0.16767,-1.42424,-1.21213,-1.25773,0.19268,1.2247,NotCurrentUse
922,-1.1943,-1.37639,-0.71727,-1.21213,-1.13788,0.19268,-0.21575,NotCurrentUse
1018,0.91093,-1.37639,-1.42424,-0.45321,-0.78155,0.19268,-2.07848,NotCurrentUse
1025,0.13606,0.32197,0.44585,-0.91699,-0.00665,0.19268,0.40148,NotCurrentUse
1029,-0.67825,0.32197,0.58331,1.11406,-0.00665,0.19268,0.7654,NotCurrentUse
1076,1.8399,-1.92173,1.88511,-0.91699,0.25953,0.19268,1.92173,NotCurrentUse
1092,-1.69163,-0.80615,-0.58331,-1.21213,-1.25773,0.19268,0.7654,NotCurrentUse
1120,-0.34799,-2.44904,-1.27553,-0.76096,-0.27607,0.19268,0.7654,NotCurrentUse
1142,0.22393,-1.09207,-0.71727,-0.30172,-0.65253,0.19268,-0.84637,NotCurrentUse
1203,0.82562,-1.37639,0.44585,-1.07533,-1.13788,0.19268,0.7654,NotCurrentUse
1299,0.22393,1.2861,0.14143,0.94156,1.13407,0.19268,-0.84637,NotCurrentUse
1348,-2.05048,-0.94779,0.14143,-0.01729,-0.65253,0.19268,0.40148,NotCurrentUse
1351,-0.58016,0.63779,1.24033,0.76096,0.12331,0.19268,0.07987,NotCurrentUse
1373,-1.05308,1.74091,0.29338,0.76096,-1.0145,0.19268,1.2247,NotCurrentUse
1420,-0.05188,-0.94779,-0.01928,1.11406,-1.0145,0.19268,1.2247,NotCurrentUse
1512,1.23461,-2.32338,0.29338,-0.30172,-1.92173,0.19268,-0.52593,NotCurrentUse
1666,0.62967,-1.09207,-0.84732,-0.91699,0.41594,0.19268,0.40148,NotCurrentUse
1677,0.13606,0.63779,-0.01928,-2.21844,1.63088,0.19268,0.40148,NotCurrentUse
1688,1.98437,-1.7625,0.14143,1.45039,-0.89891,0.19268,-0.52593,NotCurrentUse
1812,0.91093,-0.69509,2.44904,-0.45321,1.46191,0.19268,1.2247,NotCurrentUse
1848,2.127,-1.37639,1.88511,0.76096,-1.0145,0.19268,-1.18084,NotCurrentUse
1869,-0.58016,-0.15487,0.29338,-1.6209,-1.38502,0.19268,0.40148,NotCurrentUse
1870,-0.14882,1.11406,1.43533,-0.30172,-0.00665,0.19268,0.7654,NotCurrentUse
7,-0.46725,-1.09207,-0.45174,-0.30172,0.93949,-0.21712,0.07987,NotCurrentUse
17,-1.55078,-0.80615,-1.68062,0.28783,0.7583,-0.21712,-2.07848,NotCurrentUse
22,-1.1943,0.47617,-1.11902,-0.60633,1.81175,-0.21712,-1.18084,NotCurrentUse
30,-1.32828,1.74091,0.88309,0.94156,1.81175,-0.21712,-0.52593,NotCurrentUse
37,-0.24649,-0.57545,-0.17779,-0.01729,-1.5184,-0.21712,-0.21575,NotCurrentUse
39,-1.55078,1.2861,0.29338,-0.01729,0.7583,-0.21712,-0.84637,NotCurrentUse
69,-0.92104,0.00332,0.29338,-0.15487,-0.27607,-0.21712,0.07987,NotCurrentUse
78,0.13606,-1.6334,-0.58331,-1.21213,-0.40581,-0.21712,-2.07848,NotCurrentUse
99,-1.1943,-0.43999,-0.01928,-0.60633,0.93949,-0.21712,1.2247,NotCurrentUse
101,-1.05308,2.57309,0.58331,-1.47955,-0.40581,-0.21712,1.2247,NotCurrentUse
113,-1.1943,0.32197,0.88309,-1.21213,-0.78155,-0.21712,-0.21575,NotCurrentUse
125,-0.34799,1.93886,0.29338,0.43852,0.58489,-0.21712,-0.21575,NotCurrentUse
129,0.04257,0.63779,0.14143,0.13136,0.25953,-0.21712,-1.18084,NotCurrentUse
145,0.13606,-1.09207,-0.45174,-1.21213,-0.00665,-0.21712,0.7654,NotCurrentUse
148,-0.58016,0.47617,-0.71727,0.13136,0.93949,-0.21712,-0.52593,NotCurrentUse
186,0.31287,0.63779,-0.01928,0.76096,-0.14277,-0.21712,-0.52593,NotCurrentUse
224,-1.1943,1.11406,-0.31776,1.11406,0.93949,-0.21712,0.07987,NotCurrentUse
288,0.31287,0.32197,-0.45174,0.43852,-0.89891,-0.21712,-0.21575,NotCurrentUse
297,0.82562,-0.80615,0.14143,-0.15487,1.13407,-0.21712,-0.52593,NotCurrentUse
329,-1.05308,0.47617,-0.71727,0.76096,0.7583,-0.21712,-0.21575,NotCurrentUse
360,0.52135,0.80523,-0.01928,0.13136,-0.14277,-0.21712,0.07987,NotCurrentUse
388,0.13606,-0.30033,0.14143,-0.15487,-0.27607,-0.21712,-0.84637,NotCurrentUse
409,-1.55078,0.80523,0.7233,0.28783,0.58489,-0.21712,0.40148,NotCurrentUse
411,-0.46725,-1.50796,0.29338,0.13136,-1.64101,-0.21712,-0.84637,NotCurrentUse
469,2.82196,-1.6334,-1.42424,1.61108,-2.04506,-0.21712,0.07987,NotCurrentUse
489,1.98437,-1.37639,0.29338,-1.92595,-1.64101,-0.21712,0.07987,NotCurrentUse
513,-0.14882,-0.30033,-0.17779,0.76096,0.41594,-0.21712,-0.21575,NotCurrentUse
552,1.72012,-1.50796,-0.17779,0.76096,0.25953,-0.21712,-1.18084,NotCurrentUse
568,1.02119,-0.80615,-0.17779,-0.30172,-0.00665,-0.21712,-0.21575,NotCurrentUse
589,-0.58016,0.00332,-0.58331,-0.60633,0.58489,-0.21712,0.40148,NotCurrentUse
612,-1.1943,0.16767,-0.17779,-0.30172,-0.40581,-0.21712,-0.52593,NotCurrentUse
771,1.02119,-1.23177,-0.31776,-0.30172,-0.52745,-0.21712,-0.21575,NotCurrentUse
794,0.41667,-0.94779,-0.31776,0.43852,-0.14277,-0.21712,0.7654,NotCurrentUse
812,0.52135,-0.57545,0.7233,-1.6209,0.41594,-0.21712,0.40148,NotCurrentUse
815,0.13606,-0.94779,-0.01928,0.43852,0.7583,-0.21712,-0.52593,NotCurrentUse
841,-0.67825,0.00332,0.29338,1.81866,1.30612,-0.21712,-0.52593,NotCurrentUse
855,-1.05308,0.47617,1.88511,1.61108,0.41594,-0.21712,0.07987,NotCurrentUse
921,0.13606,-0.30033,-0.01928,0.43852,-1.13788,-0.21712,0.40148,NotCurrentUse
931,1.13281,-1.92173,-0.01928,1.11406,-0.78155,-0.21712,1.92173,NotCurrentUse
975,-0.58016,1.11406,0.7233,0.59042,-0.00665,-0.21712,-0.52593,NotCurrentUse
990,-0.79151,0.32197,0.58331,0.13136,-0.00665,-0.21712,-0.21575,NotCurrentUse
